family,step,appearance,token_name,design_hex,design_oklch_l,design_oklch_c,design_oklch_h,design_oklch_alpha,ios_reference_status,ios_p3_r,ios_p3_g,ios_p3_b,ios_p3_alpha,android_reference_status,android_strategy,android_color_space,android_hex,android_r,android_g,android_b,android_alpha,figma_node_or_variable,notes
natural-grey,200,default,natural-grey-200,#eee7d8,0.93,0.0222,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13590,
natural-grey,300,default,natural-grey-300,#e6ddc9,0.90,0.0293,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13606,
natural-grey,400,default,natural-grey-400,#ddd4bc,0.87,0.0336,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13622,
natural-grey,500,default,natural-grey-500,#d4cab1,0.84,0.035,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13638,
natural-grey,600,default,natural-grey-600,#c7bda5,0.80,0.0349,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13654,
natural-grey,700,default,natural-grey-700,#b8af97,0.755,0.0345,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13670,
natural-grey,800,default,natural-grey-800,#a79e87,0.7,0.0336,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13686,
natural-grey,850,default,natural-grey-850,#9a927c,0.66,0.0327,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13702,
natural-grey,900,default,natural-grey-900,#918974,0.63,0.0318,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13718,
natural-grey,1000,default,natural-grey-1000,#847d69,0.59,0.0305,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13734,
natural-grey,1100,default,natural-grey-1100,#756e5c,0.54,0.0285,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13750,
natural-grey,1200,default,natural-grey-1200,#605a4b,0.47,0.0252,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13766,
natural-grey,1300,default,natural-grey-1300,#4c473b,0.40,0.0211,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13782,
natural-grey,1400,default,natural-grey-1400,#312e26,0.30,0.0141,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13798,
natural-grey,1500,default,natural-grey-1500,#181611,0.20,0.01,89,1.0,not-provided,,,,,not-provided,,,,,,,,858:13814,
warm-grey,000,default,warm-grey-000,#ffffff,1,0.0015,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13848,
warm-grey,010,default,warm-grey-010,#fcfcfb,0.99,0.0015,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13864,
warm-grey,050,default,warm-grey-050,#f7f7f5,0.975,0.0022,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13880,
warm-grey,100,default,warm-grey-100,#f1f0ed,0.955,0.0036,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13896,
warm-grey,200,default,warm-grey-200,#eae7e4,0.93,0.0053,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13912,
warm-grey,300,default,warm-grey-300,#e0ded9,0.90,0.0071,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13928,
warm-grey,400,default,warm-grey-400,#d7d4ce,0.87,0.0089,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13944,
warm-grey,500,default,warm-grey-500,#cecac3,0.84,0.0104,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13960,
warm-grey,600,default,warm-grey-600,#c2bdb5,0.80,0.0123,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13976,
warm-grey,700,default,warm-grey-700,#b4afa6,0.755,0.0142,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:13992,
warm-grey,800,default,warm-grey-800,#a39e93,0.7,0.0160,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14008,
warm-grey,850,default,warm-grey-850,#979187,0.66,0.0170,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14024,
warm-grey,900,default,warm-grey-900,#8e887d,0.63,0.0175,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14040,
warm-grey,1000,default,warm-grey-1000,#837c71,0.59,0.0181,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14056,
warm-grey,1100,default,warm-grey-1100,#746e63,0.54,0.0185,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14072,
warm-grey,1200,default,warm-grey-1200,#605a4f,0.47,0.0182,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14088,
warm-grey,1300,default,warm-grey-1300,#4c473e,0.40,0.0168,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14104,
warm-grey,1400,default,warm-grey-1400,#312d27,0.30,0.0127,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14120,
warm-grey,1500,default,warm-grey-1500,#171613,0.20,0.0062,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14136,
warm-grey,1600,default,warm-grey-1600,#000000,0,0.0050,82,1.0,not-provided,,,,,not-provided,,,,,,,,858:14152,
golden-yellow,010,default,golden-yellow-010,#fcfcfb,0.99,0.0015,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14154,
golden-yellow,050,default,golden-yellow-050,#fff5e0,0.975,0.0308,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14170,
golden-yellow,100,default,golden-yellow-100,#ffecbf,0.955,0.0656,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14186,
golden-yellow,200,default,golden-yellow-200,#ffe09b,0.93,0.1024,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14202,
golden-yellow,300,default,golden-yellow-300,#ffd378,0.90,0.1366,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14218,
golden-yellow,400,default,golden-yellow-400,#ffc64b,0.87,0.16,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14234,
golden-yellow,500,default,golden-yellow-500,#ffba12,0.84,0.1726,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14250,
golden-yellow,600,default,golden-yellow-600,#f7a900,0.79,0.1749,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14266,
golden-yellow,700,default,golden-yellow-700,#ea9e00,0.755,0.1735,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14282,
golden-yellow,800,default,golden-yellow-800,#d58e00,0.7,0.1699,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14298,
golden-yellow,850,default,golden-yellow-850,#c68300,0.66,0.1660,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14314,
golden-yellow,900,default,golden-yellow-900,#ba7b00,0.63,0.1623,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14330,
golden-yellow,1000,default,golden-yellow-1000,#ab7000,0.59,0.1564,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14346,
golden-yellow,1100,default,golden-yellow-1100,#986200,0.54,0.1475,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14362,
golden-yellow,1200,default,golden-yellow-1200,#7e5000,0.47,0.1320,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14378,
golden-yellow,1300,default,golden-yellow-1300,#653e00,0.40,0.1130,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14394,
golden-yellow,1400,default,golden-yellow-1400,#432700,0.30,0.08,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14410,
golden-yellow,1500,default,golden-yellow-1500,#201301,0.20,0.04,78,1.0,not-provided,,,,,not-provided,,,,,,,,858:14426,
error-red,010,default,error-red-010,#fff8f6,0.99,0.0150,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14460,
error-red,050,default,error-red-050,#fff1ed,0.975,0.0259,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14476,
error-red,100,default,error-red-100,#ffe7e1,0.955,0.0399,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14492,
error-red,200,default,error-red-200,#ffdbd2,0.93,0.0565,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14508,
error-red,300,default,error-red-300,#ffccc1,0.90,0.075,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14524,
error-red,400,default,error-red-400,#ffbeb1,0.87,0.0921,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14540,
error-red,500,default,error-red-500,#ffb0a1,0.84,0.1078,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14556,
error-red,600,default,error-red-600,#ff9e8d,0.80,0.1264,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14572,
error-red,700,default,error-red-700,#fe8978,0.755,0.1443,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14588,
error-red,800,default,error-red-800,#f2725f,0.7,0.1618,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14604,
error-red,850,default,error-red-850,#e8614f,0.66,0.1714,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14620,
error-red,900,default,error-red-900,#e05543,0.63,0.1770,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14636,
error-red,1000,default,error-red-1000,#d44534,0.59,0.1821,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14652,
error-red,1100,default,error-red-1100,#c33122,0.54,0.1849,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14668,
error-red,1200,default,error-red-1200,#a8180c,0.47,0.1786,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14684,
error-red,1300,default,error-red-1300,#880e05,0.40,0.1550,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14700,
error-red,1400,default,error-red-1400,#52160f,0.30,0.0911,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14716,
error-red,1500,default,error-red-1500,#320100,0.20,0.08,30,1.0,not-provided,,,,,not-provided,,,,,,,,858:14732,
new-sale-red,010,default,new-sale-red-010,#fff9f4,0.99,0.015,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14766,
new-sale-red,050,default,new-sale-red-050,#fff3ee,0.975,0.019,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14782,
new-sale-red,100,default,new-sale-red-100,#ffe9e0,0.955,0.0343,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14798,
new-sale-red,200,default,new-sale-red-200,#ffddce,0.93,0.0525,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14814,
new-sale-red,300,default,new-sale-red-300,#ffcebb,0.90,0.0729,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14830,
new-sale-red,400,default,new-sale-red-400,#ffc0a8,0.87,0.0916,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14846,
new-sale-red,500,default,new-sale-red-500,#ffb296,0.84,0.1086,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14862,
new-sale-red,600,default,new-sale-red-600,#ffa07e,0.80,0.1289,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14878,
new-sale-red,700,default,new-sale-red-700,#fe8b66,0.755,0.1482,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14894,
new-sale-red,800,default,new-sale-red-800,#f27448,0.7,0.1669,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14910,
new-sale-red,850,default,new-sale-red-850,#e96333,0.66,0.177,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14926,
new-sale-red,900,default,new-sale-red-900,#e05723,0.63,0.1827,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14942,
new-sale-red,1000,default,new-sale-red-1000,#d44703,0.59,0.1877,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14958,
new-sale-red,1100,default,new-sale-red-1100,#c33400,0.54,0.19,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14974,
new-sale-red,1200,default,new-sale-red-1200,#a71f00,0.47,0.1828,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:14990,
new-sale-red,1300,default,new-sale-red-1300,#881300,0.40,0.1614,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:15006,
new-sale-red,1400,default,new-sale-red-1400,#561100,0.30,0.1058,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:15022,
new-sale-red,1500,default,new-sale-red-1500,#270e06,0.20,0.045,39,1.0,not-provided,,,,,not-provided,,,,,,,,858:15038,
